customerid,tenure,monthlycharges,totalcharges,churn
2516-XSJKX,41,78,3126,No
0057-QBUQH,43,25,1070,No
9445-SZLCH,36,97,3457,Yes
6599-SFQVE,6,55,340,No
8331-ZXFOE,58,71,4299,No
4003-FUSHP,19,62,1093,No
0356-ERHVT,11,46,521,No
7325-ENZFI,39,40,1630,No
4884-ZTHVF,8,87,713,No
3920-HIHMQ,26,50,1265,No
3055-OYMSE,53,74,4003,No
0613-WUXUM,70,19,1401,No
7568-PODML,1,45,45,Yes
4458-KVRBJ,59,25,1510,No
5349-IECLD,2,95,178,Yes
1397-XKKWR,7,35,264,No
3945-GFWQL,12,45,480,Yes
8097-OMULG,59,77,4541,No
6013-BHCAW,61,81,4976,No
0401-WDBXM,72,106,7542,No
3387-PLKUI,13,19,251,No
6096-EGVTU,64,25,1595,No
3797-VTIDR,1,23,23,Yes
5081-NWSUP,10,65,685,No
2580-ATZSQ,65,61,3874,No
8085-MSNLK,62,114,6891,No
9691-HKOVS,55,90,4916,No
9881-VCZEP,25,54,1373,No
9526-BIHHD,1,30,29,Yes
8757-TFHHJ,1,50,49,No
4523-WXCEF,59,101,6039,Yes
1468-DEFNC,64,24,1548,No
5119-KEPFY,36,95,3440,No
8364-TRMMK,3,51,151,Yes
0916-KNFAJ,61,70,4226,No
8319-QBEHW,26,40,1023,No
3063-QFSZL,1,55,55,Yes
8775-LHDJH,1,91,90,Yes
9625-QNLUX,68,103,7074,No
3097-NQYSN,2,87,156,Yes
4024-CSNBY,72,94,6849,No
7110-BDTWG,71,47,3263,No
7493-GVFIO,57,21,1252,No
0690-SRQID,4,20,67,No
9605-WGJVW,1,70,70,No
9114-DPSIA,72,81,5750,No
4700-UBQMV,21,76,1549,No
7711-GQBZC,71,25,1810,No
3565-UNOCC,29,99,2952,Yes
4627-MIHJH,69,110,7467,No
9795-NREXC,64,85,5484,No
8573-CGOCC,16,20,294,No
7356-AYNJP,4,24,97,No
9249-FXSCK,52,111,5916,Yes
5493-SDRDQ,2,55,113,Yes
6286-SUUWT,1,20,19,No
4819-HJPIW,18,25,476,No
8654-DHAOW,2,54,101,No
5438-QMDDL,19,60,1130,No
9812-GHVRI,40,84,3532,No
5553-AOINX,66,105,6891,No
1228-ZLNBX,21,75,1570,No
4226-KKDON,8,67,520,No
3831-YCPUO,72,110,7854,No
7445-WMRBW,48,74,3581,No
3308-DGHKL,69,19,1447,No
9924-JPRMC,72,118,8547,No
0080-EMYVY,14,51,727,No
6218-KNUBD,6,59,357,No
7337-CINUD,8,20,159,No
7609-NRNCA,17,20,280,No
0623-EJQEG,65,94,6069,No
7153-CHRBV,57,59,3274,No
0871-URUWO,13,102,1359,Yes
9190-MFJLN,19,96,1777,Yes
6198-PNNSZ,56,110,6109,No
3317-VLGQT,14,78,1122,No
4132-POCZS,52,40,2020,No
5614-DNZCE,58,65,3795,No
1095-JUDTC,47,95,4504,Yes
3896-RCYYE,67,53,3579,No
9638-JIQYA,2,25,49,No
3258-SANFR,6,45,276,No
3726-TBHQT,71,114,8175,No
3190-ITQXP,46,20,890,No
0870-VEMYL,5,54,259,Yes
4833-QTJNO,67,84,5588,No
3039-MJSLN,3,20,50,No
0178-CIIKR,3,20,58,No
5385-SUIRI,52,104,5568,Yes
3982-XWFZQ,42,50,2203,Yes
5774-QPLTF,50,20,938,No
2322-VCZHZ,23,90,2024,No
5010-IPEAQ,67,54,3623,No
4009-ALQFH,25,100,2369,Yes
6383-ZTSIW,39,99,3877,No
8990-YOZLV,69,67,4577,No
3069-SSVSN,1,26,25,No
5222-IMUKT,32,91,2871,No
3627-FCRDW,9,71,672,Yes
7562-GSUHK,16,93,1573,Yes
6685-XSHHU,60,21,1270,No
8901-UPRHR,72,109,7711,No
4903-UYAVB,5,19,126,Yes
0118-JPNOY,26,86,2193,No
6776-TLWOI,3,20,64,Yes
3845-FXCYS,2,20,31,No
5857-XRECV,2,20,38,No
0725-CXOTM,36,90,3348,No
4343-EJVQB,7,74,533,No
9000-PLFUZ,60,49,2907,No
3427-GGZZI,19,89,1620,No
7779-ORAEL,45,75,3480,No
0644-OQMDK,4,71,293,No
4077-CROMM,31,104,3243,Yes
3154-CFSZG,47,90,4137,No
2868-MZAGQ,1,79,79,Yes
4847-QNOKA,1,45,44,Yes
2220-IAHLS,1,19,19,No
1658-XUHBX,59,89,5348,No
6379-RXJRQ,10,70,659,Yes
2378-HTWFW,35,91,3180,No
8650-RHRKE,4,30,118,Yes
4377-VDHYI,32,91,3023,No
0475-RIJEP,43,78,3365,Yes
1260-TTRXI,4,54,195,Yes
3719-TDVQB,54,19,1031,No
6328-ZPBGN,11,95,997,Yes
0201-MIBOL,66,102,6471,No
4937-QPZPO,61,100,6241,No
2925-VDZHY,72,89,6501,No
6981-TDRFT,44,54,2317,No
3413-CSSTH,41,56,2237,No
8033-VCZGH,50,104,5231,No
4789-KWMXN,47,111,5275,Yes
0224-NIJLP,8,20,165,No
7542-CYDDM,18,20,358,No
4718-WXBGI,72,92,6614,No
2867-UIMSS,1,80,80,Yes
8495-PRWFH,42,56,2421,No
0439-IFYUN,18,75,1294,No
5716-LIBJC,13,104,1299,No
2868-LLSKM,68,84,5733,No
8111-RKSPX,4,72,305,Yes
2988-QRAJY,69,110,7430,No
1585-MQSSU,17,52,900,Yes
0071-NDAFP,25,26,630,No
2856-NNASM,43,90,3856,Yes
7328-ZJAJO,59,20,1222,No
6458-CYIDZ,5,81,374,No
8559-CIZFV,21,78,1625,Yes
1090-PYKCI,69,105,7234,No
3058-WQDRE,13,25,331,No
7547-EKNFS,42,95,3959,Yes
2279-AXJJK,52,96,5088,No
6769-DYBQN,46,85,3969,Yes
0909-SELIE,61,81,4860,No
3417-TSCIC,29,25,788,No
1042-HFUCW,25,55,1266,No
4439-JMPMT,5,86,470,Yes
6537-OTKMY,15,51,688,No
8999-EXMNO,19,20,387,No
6725-TPKJO,44,20,845,No
2446-BEGGB,6,98,560,Yes
7162-WPHPM,58,72,4230,No
1599-MMYRQ,62,81,4983,No
8821-KVZKQ,70,58,4113,No
1496-GGSUK,1,26,25,Yes
6434-TTGJP,10,54,521,No
0042-JVWOJ,26,20,471,No
0130-SXOUN,66,89,5976,No
2575-GFSOE,7,69,506,Yes
2330-PQGDQ,51,84,4299,No
1452-UZOSF,72,106,7548,No
2097-YVPKN,65,26,1654,No
2842-JTCCU,2,46,80,Yes
8597-CTXVJ,70,65,4551,No
6631-HMANX,72,85,6227,No
9962-BFPDU,1,20,20,No
3296-SILRA,1,76,76,Yes
9681-OXGVC,5,100,514,Yes
6394-HHHZM,3,21,57,No
5995-LFTLE,58,25,1474,No
5180-UCIIQ,22,40,880,Yes
1932-UEDCX,33,101,3270,No
7153-OANIO,1,70,69,Yes
5188-HGMLP,54,74,3919,No
0665-XHDJU,72,99,7285,No
6521-YYTYI,1,93,93,Yes
8878-HMWBV,3,49,169,Yes
8265-HKSOW,72,107,7658,No
3544-FBCAS,72,84,5959,No
5331-RGMTT,54,99,5295,No
4759-PXTAN,59,80,4693,No
7054-DMVAS,54,65,3512,No
3428-MMGUB,60,90,5231,No
6549-BTYPG,60,61,3603,No
7823-JSOAG,3,74,217,No
3705-RHRFR,69,99,6875,No
9374-YOLBJ,1,19,19,No
9074-KGVOX,50,39,2021,No
6128-DAFVY,56,45,2564,No
9933-QRGTX,60,97,5611,No
4476-OSWTN,69,111,7610,No
3751-KTZEL,1,35,35,Yes
1977-STDKI,1,73,73,Yes
5066-GFJMM,3,20,45,No
2661-GKBTK,60,77,4543,No
0458-HEUZG,13,35,450,No
7268-WNTCP,62,20,1297,No
0824-VWDPO,45,97,4442,No
8409-WQJUX,25,54,1423,No
2578-JQPHZ,44,100,4378,No
3278-FSIXX,2,45,74,No
5813-UECBU,33,84,2716,Yes
0328-GRPMV,1,70,70,Yes
9746-UGFAC,22,21,450,No
2946-KIQSP,35,33,1175,No
0625-AFOHS,29,20,558,No
6726-WEXXK,27,86,2220,No
4636-OLWOE,54,61,3283,No
4342-HENTK,2,71,142,Yes
4685-ERGHK,57,87,4939,No
0885-HMGPY,62,69,4237,No
5003-OKNNK,15,20,335,No
4195-SMMNX,2,20,33,Yes
7208-PSIHR,70,104,7188,No
4012-ZTHBR,21,45,926,No
0489-WMEMG,23,49,1119,No
7435-ZNUYY,6,21,116,No
1354-YZFNB,4,20,68,No
6956-SMUCM,3,99,287,Yes
2985-FMWYF,23,94,2341,No
2812-ENYMO,26,55,1362,No
2717-HVIZY,8,20,163,No
3223-WZWJM,26,84,2254,Yes
3422-GALYP,2,79,145,No
9053-JZFKV,67,116,7752,Yes
2530-ENDWQ,71,94,6585,Yes
2890-WFBHU,59,80,4786,No
0327-WFZSY,39,100,3835,No
7977-HXJKU,21,20,397,No
6615-ZGEDR,1,20,19,Yes
7033-CLAMM,48,20,1027,No
4023-RTIQM,31,50,1580,No
0864-FVJNJ,64,113,7222,No
7356-IWLFW,46,80,3769,No
9541-PWTWO,52,81,4233,No
3967-VQOGC,67,25,1680,No
7872-RDDLZ,67,55,3725,No
9250-WYPLL,5,76,413,Yes
6308-CQRBU,71,109,7707,No
2754-XBHTB,9,78,714,Yes
1597-LHYNC,26,95,2497,Yes
0186-CAERR,71,116,8309,No
3043-SUDUA,32,20,601,No
5442-BHQNG,2,70,139,No
2169-RRLFW,71,26,1888,No
5872-OEQNH,60,44,2773,No
3162-KKZXO,55,100,5409,No
7055-VKGDA,54,105,5643,Yes
0754-UKWQP,2,96,197,Yes
8873-GLDMH,6,74,401,No
5696-JVVQY,48,70,3238,No
8946-BFWSG,63,25,1573,No
7493-TPUWZ,1,79,79,Yes
0547-HURJB,12,21,235,No
8904-OPDCK,54,25,1364,No
8845-LWKGE,30,64,1985,No
1577-HKTFG,30,20,655,Yes
8752-STIVR,4,79,303,Yes
0691-NIKRI,40,106,4335,No
5022-JNQEQ,9,76,647,No
4558-FANTW,17,92,1574,Yes
3249-VHRIP,62,44,2748,No
3736-BLEPA,28,91,2483,No
4701-LKOZD,70,90,6367,No
6603-QWSPR,46,104,4904,No
9921-QFQUL,23,90,2044,No
1929-ZCBHE,47,40,1794,No
4378-MYPGO,68,105,7173,No
8651-ENBZX,60,106,6441,Yes
4129-LYCOI,67,104,7039,No
7798-JVXYM,14,70,921,No
8647-SDTWQ,57,74,4018,No
2696-ECXKC,55,101,5448,No
2081-KJSQF,1,20,20,No
7623-TRNQN,1,50,49,Yes
3323-CPBWR,23,97,2085,No
9330-IJWIO,13,100,1358,Yes
3384-CTMSF,47,104,5135,No
0902-RFHOF,38,20,730,No
9286-DOJGF,38,75,2869,Yes
6048-QBXKL,2,57,118,No
9661-MHUMO,1,49,49,Yes
7718-RXDGG,15,69,1108,No
1025-FALIX,26,69,1815,No
3451-VAWLI,35,20,730,No
3407-QGWLG,3,20,75,No
1842-EZJMK,50,104,5071,Yes
2347-WKKAE,42,94,4014,No
8735-DCXNF,10,55,568,No
3214-IYUUQ,61,94,5860,No
1936-UAFEH,68,110,7279,No
3587-PMCOY,10,99,1064,No
8079-XRJRS,65,90,5769,Yes
1027-LKKQQ,72,80,5886,No
7148-XZPHA,55,79,4238,No
8073-IJDCM,1,20,20,Yes
5309-TAIKL,7,63,418,No
6856-RAURS,2,75,136,No
8778-LMWTJ,9,75,708,No
9717-IOAAF,27,26,788,No
8884-ADFVN,7,102,700,Yes
2845-KDHVX,64,68,4378,No
0848-SOMKO,70,48,3442,No
2720-WGKHP,2,94,181,Yes
6734-FQAJX,67,105,7171,No
2869-ADAWR,45,89,4016,Yes
1535-VTJOQ,24,25,553,No
6368-TZZDT,4,20,96,No
0943-ZQPXH,44,93,4122,No
1293-BSEUN,72,21,1482,No
9894-EZEWG,1,74,74,Yes
1302-TPUBN,66,19,1240,No
7851-FLGGQ,1,45,44,Yes
0637-UBJRP,13,84,1095,Yes
0940-OUQEC,10,81,788,Yes
2378-VTKDH,65,104,6578,No
0927-CNGRH,1,20,19,No
8608-OZTLB,38,74,2802,No
2335-GSODA,23,40,857,No
1952-DVVSW,10,20,184,No
0702-PGIBZ,4,102,364,Yes
6656-GULJQ,72,84,6093,No
9853-JFZDU,35,57,1861,No
1963-VAUKV,1,20,20,Yes
3777-XROBG,58,20,1079,No
6994-FGRHH,70,106,7475,No
4000-VGMQP,38,79,2862,No
3999-WRNGR,60,50,3069,No
3466-RITXD,26,92,2349,No
2680-XKKNJ,8,58,469,No
3058-HJCUY,41,103,4213,Yes
2974-GGUXS,36,92,3301,No
7994-XIRTR,54,65,3529,No
3259-FDWOY,71,106,7723,Yes
2101-RANCD,55,73,4144,No
7921-BEPCI,72,60,4265,No
0807-ZABDG,3,55,154,Yes
8510-TMWYB,54,60,3246,No
3258-ZKPAI,72,117,8337,No
1428-IEDPR,52,109,5731,No
5298-GSTLM,60,101,6176,No
4450-YOOHP,39,51,1905,No
6728-CZFEI,15,56,931,No
5748-RNCJT,69,106,7348,Yes
3653-NCRDJ,43,19,776,No
6121-TNHBO,63,83,5243,No
5119-NZPTV,2,70,141,No
6519-ZHPXP,72,108,7679,No
7739-LAXOG,32,91,2954,Yes
3472-QPRCH,40,25,1006,No
8224-UAXBZ,58,45,2540,No
9610-WCESF,67,44,3097,No
9776-CLUJA,51,78,3807,Yes
2486-WYVVE,31,79,2484,No
3865-ZYKAD,69,85,5785,No
1422-DGUBX,32,79,2619,No
2999-AANRQ,21,71,1524,No
8668-KNZTI,52,54,2790,No
0480-KYJVA,72,24,1784,No
6034-ZRYCV,72,54,3937,Yes
9746-YKGXB,52,44,2276,No
3926-YZVVX,41,50,2029,No
6000-UKLWI,41,20,802,No
2079-FBMZK,6,69,418,Yes
6332-FBZRI,67,69,4653,No
2096-XOTMO,16,19,275,No
3266-FTKHB,17,19,343,No
8221-EQDGL,35,61,2130,No
2346-LOCWC,58,20,1191,No
6608-QQLVK,1,50,50,Yes
0298-XACET,52,50,2554,No
7560-QJAVJ,70,80,5589,No
2995-YWTCD,19,25,467,No
3551-HUAZH,1,74,74,Yes
9137-UIYPG,35,107,3756,No
2809-ZMYOQ,32,101,3334,No
5084-OOVCJ,17,55,920,No
0254-WWRKD,67,51,3431,No
7727-SHVZV,9,20,150,No
6302-JGYRJ,31,79,2587,Yes
5339-PXDVH,4,91,367,No
2205-LPVGL,58,90,5125,No
8782-NUUOL,60,79,4801,No
3685-YLCMQ,58,105,6219,Yes
7601-WFVZV,1,20,19,No
4609-KNNWG,27,20,550,No
4868-AADLV,66,116,7862,No
9529-OFXHY,15,88,1242,No
8634-MPHTR,47,100,4871,Yes
2669-QVCRG,41,81,3190,No
2478-EEWWM,59,44,2666,No
9174-IHETN,50,70,3533,No
2233-TXSIU,17,44,792,No
9644-UMGQA,6,49,295,No
3256-EZDBI,51,29,1459,No
8761-NSOBC,44,101,4398,Yes
0419-YAAPX,49,85,4297,No
8413-VONUO,2,96,167,Yes
0872-CASZJ,59,69,4096,No
4726-DLWQN,50,70,3454,No
8164-OCKUJ,59,21,1286,No
3094-JOJAI,18,74,1387,No
9494-MRNYX,10,75,786,No
2599-CZABP,14,45,641,No
7945-PRBVF,35,21,705,No
4544-RXFMG,8,43,345,No
0859-YGKFW,18,20,345,No
1150-FTQGN,60,94,5811,No
9223-UCPVT,1,94,94,Yes
7196-LIWRH,6,20,124,No
5448-VWNAM,19,76,1375,No
1177-XZBJL,53,64,3491,No
3518-FSTWG,72,110,7920,No
9330-VOFSZ,60,111,6640,No
4351-QLCSU,1,55,55,Yes
0939-EREMR,13,53,718,No
9389-ACWBI,5,70,320,No
5419-JPRRN,1,101,101,Yes
3644-QXEHN,13,97,1334,No
2911-IJORQ,37,91,3358,No
5921-NGYRH,64,74,4764,No
2100-BDNSN,5,68,350,Yes
5998-DZLYR,61,94,5703,No
0488-GSLFR,1,70,69,Yes
9318-NKNFC,1,19,18,Yes
3985-HOYPM,26,19,525,No
9728-FTTVZ,1,69,69,Yes
9548-LERKT,24,20,483,No
6576-FBXOJ,17,55,934,No
4310-KEDTB,26,30,786,No
7254-IQWOZ,1,70,69,Yes
2474-BRUCM,40,102,4086,Yes
4062-HBMOS,52,103,5364,No
0742-NXBGR,1,82,82,Yes
2676-ISHSF,1,20,20,No
9236-NDUCW,21,35,770,No
4753-PADAS,67,106,6816,No
6103-QCKFX,44,56,2419,No
7781-EWARA,70,60,4138,No
6110-OHIHY,3,79,267,Yes
7018-FPXHH,56,60,3457,No
5889-LFOLL,13,85,1115,Yes
5708-EVONK,58,93,5435,Yes
8708-XPXHZ,42,94,4186,Yes
0616-ATFGB,1,25,25,Yes
0572-ZJKLT,46,100,4630,No
5135-RDDQL,63,51,3221,No
1353-LJWEM,11,61,688,No
1794-SWWKL,15,60,867,No
6166-YIPFO,72,65,4746,No
7016-BPGEU,29,25,712,Yes
6876-ADESB,1,49,48,Yes
9332-GYWLO,6,55,355,No
1963-SVUCV,1,45,45,Yes
4184-VODJZ,63,91,5764,No
0220-EBGCE,2,86,167,Yes
1092-WPIVQ,18,25,428,No
7233-IOQNP,43,34,1505,No
2834-JKOOW,15,46,693,No
2754-VDLTR,10,95,930,Yes
2400-FEQME,55,20,1177,No
3190-XFANI,49,101,5069,Yes
7551-DACSP,6,55,324,Yes
4957-SREEC,70,20,1458,No
7235-NXZCP,2,75,156,Yes
0230-UBYPQ,63,36,2298,No
4923-ADWXJ,25,66,1679,No
1763-KUAAW,18,20,369,No
1104-TNLZA,28,106,2998,No
5195-KPUNQ,53,97,5206,No
0520-FDVVT,35,102,3626,Yes
3439-GVUSX,1,24,24,No
1444-VVSGW,70,116,7968,Yes
5712-PTIWW,2,80,152,Yes
5949-HGVJL,26,73,1959,No
5203-XEHAX,34,64,2053,No
1635-HDGFT,19,20,398,No
3315-TOTBP,15,76,1130,Yes
8050-XGRVL,62,55,3425,No
6661-HBGWL,42,105,4323,Yes
1518-VOWAV,9,75,703,Yes
9828-QHFBK,24,51,1275,No
3908-MKIMJ,68,42,2965,No
5012-YSPJJ,31,54,1647,No
5909-ECHUI,1,56,56,Yes
1309-BXVOQ,21,106,2249,Yes
6728-VOIFY,63,96,6109,No
9317-WZPGV,2,80,159,Yes
4891-NLUBA,61,61,3751,No
2856-HYAPG,1,69,68,Yes
8969-PRHFK,18,20,411,No
0661-KQHNK,6,19,105,No
8709-KRDVL,33,100,3320,No
4488-PSYCG,16,20,327,Yes
1427-VERSM,56,99,5669,No
9801-NOSHQ,23,20,465,No
6339-YPSAH,9,74,704,No
3621-CEOVK,14,100,1369,Yes
6906-ANDWJ,15,75,1107,Yes
2159-TURXX,5,20,95,No
1548-FEHVL,61,106,6375,No
3795-CAWEX,70,117,8152,No
6215-NQCPY,15,100,1566,No
5647-URDKA,8,20,130,No
2229-DPMBI,8,20,162,No
9626-WEQRM,4,29,110,No
2188-SXWVT,34,55,1885,No
6258-PVZWJ,68,91,6302,No
1094-BKOSX,45,51,2264,No
6969-MVBAI,9,90,816,No
2978-XXSOG,22,59,1253,No
2342-CKIAO,2,20,41,No
6953-PBDIN,70,73,5265,No
3898-BSJYF,10,74,693,No
3938-YFPXD,72,84,5997,No
7696-AMHOD,49,78,3824,No
2453-SAFNS,54,72,3886,No
9558-IHEZX,71,107,7283,No
9617-UDPEU,22,19,412,No
6340-DACFT,50,21,1070,No
4955-VCWBI,43,20,817,No
6813-GZQCG,45,25,1171,No
7426-GSWPO,64,104,6548,No
3389-KTRXV,23,24,625,No
3118-UHVVQ,68,26,1911,No
1031-IIDEO,1,71,70,Yes
5832-XKAES,2,70,134,Yes
3205-MXZRA,26,59,1507,No
4701-AHWMW,55,55,2978,Yes
8317-BVKSO,14,20,299,No
5702-KVQRD,71,83,5832,No
0083-PIVIK,64,81,5567,No
9210-IAHGH,7,71,450,Yes
6169-PGNCD,57,74,4166,No
0023-XUOPT,13,94,1215,Yes
4592-IWTJI,3,30,91,Yes
4909-JOUPP,72,110,7898,No
4657-FWVFY,40,96,3915,No
2257-BOVXD,14,67,979,No
7729-JTEEC,2,44,90,No
7632-MNYOY,66,111,7432,Yes
6518-LGAOV,38,105,4026,Yes
7242-QZLXF,1,25,25,Yes
4576-CSAJH,22,55,1193,Yes
1000-AJSLD,1,20,20,Yes
9696-RMYBA,5,80,398,No
8690-UPCZI,29,69,1958,No
1062-LHZOD,1,70,69,Yes
9770-LXDBK,3,20,63,No
4086-WITJG,71,20,1301,No
8344-WFMFH,9,50,484,No
9600-NAXZN,43,101,4528,Yes
8822-KNBHV,48,83,3887,No
8404-FYDIB,26,87,2208,No
2791-SFVEW,9,20,238,No
6457-USBER,1,81,80,Yes
6762-NSODU,46,19,958,No
4662-EKDPQ,2,62,118,Yes
9248-OJYKK,1,76,76,Yes
9888-ZCUMM,64,60,3845,No
3398-FSHON,12,91,1094,Yes
3319-DWOEP,6,96,573,Yes
1074-WVEVG,59,20,1267,No
9979-RGMZT,7,94,633,No
6437-UDQJM,72,84,6129,No
1226-IENZN,16,79,1218,No
2108-GLPQB,25,56,1405,No
9259-PACGQ,34,63,2274,Yes
4415-IJZTP,1,74,74,Yes
1465-VINDH,10,102,1068,Yes
5474-LAMUQ,24,20,533,No
3468-DRVQJ,10,70,676,No
1122-YJBCS,69,54,3804,No
4990-ALDGW,57,21,1118,No
4816-OKWNX,50,103,5236,No
3315-IKYZQ,28,51,1386,No
2810-FTLEM,16,50,762,Yes
4747-LCAQL,25,79,1902,No
3411-WLRSQ,3,75,239,No
0898-XCGTF,61,96,5673,No
8006-PYCSW,2,20,39,No
8249-THVEC,51,19,997,No
8722-PRFDV,71,78,5574,No
2164-SOQXL,20,20,406,No
4020-KIUDI,6,20,138,No
5850-BDWCY,6,20,123,No
2038-YSEZE,29,67,1801,No
0827-ITJPH,36,19,689,No
8799-OXZMD,28,30,790,No
1925-TIBLE,7,86,582,Yes
1705-GUHPV,63,24,1618,No
4779-ZGICK,48,24,1173,No
0048-PIHNL,49,20,900,No
0818-OCPZO,27,81,2122,Yes
3967-KXAPS,72,92,6719,No
1447-GIQMR,1,69,69,Yes
3704-IEAXF,72,54,3784,No
6810-VCAEX,47,40,1798,No
0674-EYYZV,1,55,54,No
4480-MBMLB,36,105,3886,No
1395-OFUWC,43,29,1224,No
0822-QGCXA,27,84,2310,No
0872-NXJYS,9,80,723,Yes
2832-KJCRD,38,104,3988,No
3588-WSTTJ,35,99,3554,No
4075-WKNIU,0,73,0,No
5090-EMGTC,59,100,6034,No
2346-CZYIL,27,20,531,No
3798-EPWRR,2,44,85,No
6258-NGCNG,7,24,173,No
4186-ZBUEW,36,71,2511,No
5274-XHAKY,41,94,3893,No
1442-BQPVU,13,29,357,No
3978-YNKDD,19,21,467,No
4940-KHCWD,60,38,2288,No
9412-ARGBX,48,96,4627,Yes
1389-CXMLU,3,91,289,Yes
9589-ABEPT,69,92,6460,No
9388-ZEYVT,43,44,1931,No
0305-SQECB,11,36,402,No
7605-SNLQG,45,50,2221,No
4670-TABXH,72,110,7758,No
5561-NWEVX,2,79,172,Yes
0064-SUDOG,12,20,224,No
8561-NMTBD,67,112,7388,No
5161-XEUVX,37,94,3460,No
8292-FRFZQ,39,41,1700,No
8591-NXRCV,41,75,3090,No
7895-VONWT,25,48,1293,No
4526-RMTLL,8,76,645,No
6253-GNHWH,71,71,5224,No
4566-NECEV,5,97,500,No
8080-POTJR,30,79,2427,No
6906-MPARY,40,90,3488,No
3662-FXJFO,54,20,1035,No
8107-RZLNV,72,106,7565,No
0516-OOHAR,28,100,2799,No
2027-CWDNU,18,86,1601,No
2737-WFVYW,2,45,85,Yes
9912-OMZDS,59,106,6256,No
3733-ZEECP,22,51,1232,No
7878-RTCZG,1,20,19,No
2452-MRMZF,72,26,1937,No
2272-QAGFO,14,74,1096,Yes
7103-IPXPJ,50,99,5059,No
4342-HFXWS,48,70,3023,No
3545-CNWRG,49,98,4889,No
1785-BPHTP,28,85,2289,No
4989-LIXVT,68,96,6503,No
7315-WYOAW,13,101,1313,No
1173-XZPYF,11,89,990,No
9850-OWRHQ,3,74,228,Yes
3768-NLUBH,57,101,5746,Yes
8676-TRMJS,3,75,209,Yes
2509-TFPJU,72,26,1864,No
9530-GRMJG,70,84,5979,No
6898-RBTLU,49,79,3902,No
5481-NTDOH,67,107,7142,No
2068-WWXQZ,46,20,902,No
7359-SSBJK,64,70,4481,Yes
2061-VVFST,37,20,805,No
0685-MLYYM,2,71,154,Yes
0749-IRGQE,13,45,528,No
2380-DAMQP,72,115,8349,No
2256-YLYLP,68,73,4953,No
1272-ILHFG,15,20,332,No
0164-XAIRP,24,20,470,No
5666-CYCYZ,24,90,2259,No
4011-ARPHK,27,50,1411,No
8182-PNAGI,12,50,593,Yes
6365-HITVU,71,87,6328,No
7558-IMLMT,67,21,1411,No
9488-FYQAU,63,109,6841,No
3590-TCXTB,1,20,20,No
6994-KERXL,4,56,238,No
7957-RYHQD,40,79,3233,Yes
2180-DXNEG,12,96,1062,Yes
1960-UOTYM,52,79,4016,No
2740-JFBOK,10,24,226,No
6500-JVEGC,68,101,7110,No
5515-AKOAJ,54,100,5440,Yes
8976-OQHGT,4,56,235,Yes
5245-VDBUR,52,35,1958,No
6230-BSUXY,1,85,85,Yes
8469-SNFFH,70,79,5528,No
2144-ESWKO,43,35,1463,No
1241-FPMOF,52,20,1025,No
9928-BZVLZ,12,50,552,No
4114-QMKVN,56,69,3815,No
2775-SEFEE,0,62,0,No
9003-CPATH,42,80,3313,No
1754-GKYPY,22,90,1938,No
5294-CDGWY,51,59,3014,Yes
7956-XQWGU,27,19,460,No
1591-MQJTP,51,94,4839,No
5295-PCJOO,4,49,184,Yes
2369-FEVNO,1,20,19,No
9863-JZAIC,35,55,2010,Yes
7471-MQPOS,71,73,5139,No
7660-HDPJV,1,69,69,Yes
5115-SQAAU,69,26,1673,No
9845-QOMAD,14,20,309,No
7672-VFMXZ,57,56,3171,No
9739-JLPQJ,72,118,8670,No
9916-AYHTC,48,20,916,No
3855-ONCAR,4,79,299,No
1488-SYSFC,31,21,702,No
7931-PXHFC,38,62,2354,Yes
3990-QYKBE,37,92,3473,Yes
0970-QXPXW,1,20,19,No
3259-KNMRR,57,80,4438,No
6120-RJKLU,62,80,4819,No
9572-WUKSB,3,30,92,No
5893-KCLGT,72,20,1567,No
0076-LVEPS,29,45,1242,No
3640-JQGJG,13,45,559,No
4919-MOAVT,3,70,220,Yes
1596-OQSPS,11,51,531,No
9867-XOBQA,21,53,1183,No
9546-KDTRB,19,25,465,No
3090-HAWSU,61,112,6876,Yes
9820-RMCQV,11,49,501,Yes
3174-RKMOW,35,110,3782,No
1760-CAZHT,25,21,460,No
7839-QRKXN,1,20,20,Yes
8441-SHIPE,67,26,1790,No
5204-QZXPU,19,40,733,Yes
4597-ELFTS,56,25,1334,Yes
1320-GVNHT,72,108,7767,No
1047-RNXZV,43,20,876,No
3541-ZNUHK,55,85,4600,No
8450-JOVAH,2,57,113,Yes
8725-JEDFD,27,69,1793,No
7562-UXTPG,13,70,886,No
8071-SBTRN,70,111,7737,No
1113-IUJYX,14,106,1348,Yes
6668-CNMFP,19,89,1686,No
5626-MGTUK,20,89,1879,No
5681-LLOEI,43,91,4013,No
8212-DJRCH,5,90,434,No
4323-OHFOW,70,106,7195,No
4933-BSAIP,40,19,780,No
2030-BTZRO,6,20,107,No
1116-DXXDF,39,100,3801,No
9274-CNFMO,4,75,308,Yes
7758-XKCBS,15,30,438,Yes
8992-JQYUN,1,50,50,Yes
6563-VNPMN,45,86,3778,No
0617-AQNWT,64,48,3147,Yes
2267-WTPYD,57,94,5438,No
0270-THENM,72,70,5102,No
2446-PLQVO,1,70,70,Yes
4707-MAXGU,72,26,1872,No
2710-WYVXG,3,71,213,No
3005-NFMTA,55,99,5617,Yes
6300-BWMJX,59,93,5386,No
8784-CGILN,18,100,1776,Yes
